BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DFE,DH,MinEggs,MinHatch,UnHatch,Outcome,MaleID,MaleStatus,MaleDate,MaleRingDate,MaleMinAge,FemaleID,FemaleStatus,FemaleRingDate,FemaleDate,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Weight.Y1,Weight.Y2,Weight.Y3,Weight.Y4,Weight.Y5,Weight.Y6,Weight.Y7,Weight.Y8,Weight.Y9,Weight.Y10,Comments 
1,1981,2,KEN,PIEFL,1,,,,,,,,1,,,,,,,,,,,,11/06/1981,B210544,B210545,B210546,B210547,B210548,,,,,,,,,,,,,,,,
2,1981,8,KEN,PIEFL,1,,,,,,,,1,,,,,,,,,,,,11/06/1981,B210538,B210539,B210540,B210541,B210542,B210543,,,,,,,,,,,,,,,
3,1981,11,KEN,PIEFL,1,,,,,,,,,,,,,,,,,,,,13/06/1981,B210588,B210589,B210590,B210591,B210592,B210593,,,,,,,,,,,,,,,
4,1981,15,KEN,PIEFL,1,,,,,,,,,,,,,,,B210663,I,16/06/1981,16/06/1981,1,15/06/1981,B210653,B210654,B210655,B210656,B210657,B210658,B210659,,,,,,,,,,,,,,
5,1981,23,KEN,PIEFL,1,,,,,,,,1,,,,,,,,,,,,11/06/1981,B210532,B210533,B210534,B210535,B210536,B210537,,,,,,,,,,,,,,,
6,1981,25,KEN,PIEFL,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1981,27,KEN,PIEFL,1,,,,,,,,,,,,,,,B210651,I,15/06/1981,15/06/1981,1,16/06/1981,B210664,B210665,B210666,,,,,,,,,,,,,,,,,,
8,1981,29,KEN,PIEFL,1,,,,,,,,,,,,,,,B210524,I,11/06/1981,11/06/1981,1,11/06/1981,B210525,B210526,B210527,B210528,B210529,B210530,B210531,,,,,,,,,,,,,,
9,1981,33,KEN,PIEFL,1,,,,,,,,,,B210667,I,16/06/1981,16/06/1981,1,,,,,,21/06/1981,B210693,B210694,B210695,B210696,B210697,B210698,,,,,,,,,,,,,,,
10,1981,35,KEN,PIEFL,1,,,,,,,,,,,,,,,,,,,,21/06/1981,B210688,B210689,B210690,B210691,B210692,,,,,,,,,,,,,,,,
11,1981,37,KEN,PIEFL,1,,,,,,,,,,,,,,,B210652,I,15/06/1981,15/06/1981,1,11/06/1981,B210516,B210517,B210518,B210519,B210520,B210521,B210522,B210523,,,,,,,,,,,,,
12,1981,8,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210508,I,31/05/1981,31/05/1981,1,,,,,,,,,,,,,,,,,,,,,,
13,1981,11,NAG,PIEFL,1,,,,,,,,,OU,B210585,I,13/06/1981,13/06/1981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1981,18,NAG,PIEFL,1,,,,,,,,3,OU,,,,,,,,,,,13/06/1981,B210586,B210587,,,,,,,,,,,,,,,,,,,
15,1981,32,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,11/06/1981,B210563,B210564,B210565,B210566,,,,,,,15.4,15.3,14.7,14,,,,,,,
16,1981,47,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,11/06/1981,B210554,B210555,B210556,B210557,B210558,,,,,,14.7,13.8,15.3,15,14.4,,,,,,
17,1981,79,NAG,PIEFL,1,,,,,,,,,OU,B210511,I,31/05/1981,31/05/1981,1,,,,,,15/06/1981,B210632,B210633,B210634,B210635,B210636,B210637,,,,,15.2,15.5,14.4,13.6,11.1,,,,,,
18,1981,85,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210502,I,31/05/1981,31/05/1981,1,15/06/1981,B210660,B210661,,,,,,,,,,,,,,,,,,,
19,1981,114,NAG,PIEFL,1,,,,,,,,,OU,B210584,I,11/06/1981,11/06/1981,1,B210505,I,31/05/1981,31/05/1981,1,17/06/1981,B210668,B210669,B210670,B210671,,,,,,,,,,,,,,,,,
20,1981,115,NAG,PIEFL,1,,,,,,,,,OU,B210515,I,11/06/1981,11/06/1981,1,,,,,,13/06/1981,B210601,B210602,B210603,B210604,B210605,B210606,,,,,15,10.4,15.7,14.6,15.3,16.2,,,,,
21,1981,131,NAG,PIEFL,1,,,,,,,,,OU,B210512,I,07/06/1981,07/06/1981,1,,,,,,15/06/1981,B210626,B210627,B210628,B210629,B210630,B210631,,,,,14.8,14.1,14.6,13.6,14.1,14,,,,,
22,1981,133,NAG,PIEFL,1,,,,,,,,,OU,B210677,I,19/06/1981,19/06/1981,1,,,,,,19/06/1981,B210678,B210679,B210680,B210681,B210682,,,,,,,,,,,,,,,,
23,1981,134,NAG,PIEFL,1,,,,,,,,1,OU,,,,,,,,,,,11/06/1981,B210559,B210560,B210561,B210562,,,,,,,14.5,13.1,13.8,13.7,,,,,,,
24,1981,135,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,17/06/1981,B210672,B210673,B210674,B210675,B210676,,,,,,14.2,14,15.1,14.6,13.7,,,,,,
25,1981,145,NAG,PIEFL,1,,,,,,,,,OU,B210514,I,08/06/1981,08/06/1981,1,,,,,,16/06/1981,B210704,,,,,,,,,,,,,,,,,,,,
26,1981,148,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210683,I,19/06/1981,19/06/1981,1,,,,,,,,,,,,,,,,,,,,,,
27,1981,168,NAG,PIEFL,1,,,,,,,,,OU,B210513,I,07/06/1981,07/06/1981,1,,,,,,13/06/1981,B210594,B210595,B210596,B210597,B210598,,,,,,15.2,15.7,15.1,13.1,15.3,,,,,,
28,1981,191,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210504,I,31/05/1981,31/05/1981,1,16/06/1981,B210705,B210706,B210707,B210708,B210709,,,,,,,,,,,,,,,,
29,1981,192,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210503,I,31/05/1981,31/05/1981,1,,,,,,,,,,,,,,,,,,,,,,
30,1981,222,NAG,PIEFL,1,,,5,,,,,,NE,B210509,I,31/05/1981,31/05/1981,1,,,,,,11/06/1981,B210572,B210573,B210574,B210575,B210576,,,,,,14.3,14.7,14.2,14.3,15,,,,,,
31,1981,304,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210501,I,30/05/1981,30/05/1981,1,,,,,,,,,,,,,,,,,,,,,,
32,1981,325,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210684,I,19/06/1981,19/06/1981,1,,,,,,,,,,,,,,,,,,,,,,
33,1981,335,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,20/06/1981,B210685,B210686,B210687,,,,,,,,12.6,12.3,13.9,,,,,,,,
34,1981,335,NAG,PIEFL,1,,,,,,,,,OU,,,,,,B210662,I,15/06/1981,15/06/1981,1,,,,,,,,,,,,,,,,,,,,,,
35,1981,337,NAG,PIEFL,1,,,,,,,,1,OU,,,,,,,,,,,11/06/1981,B210567,B210568,B210569,B210570,B210571,,,,,,14.3,13.9,13.5,14.6,13.4,,,,,,
36,1981,338,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,15/06/1981,B210623,B210624,B210625,,,,,,,,11.1,14.2,14.6,,,,,,,,
37,1981,343,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,14/06/1981,B210620,B210621,B210622,,,,,,,,14.1,15.1,14.3,,,,,,,,
38,1981,346,NAG,PIEFL,1,,,8,,,,,,NE,B210510,I,31/05/1981,31/05/1981,1,,,,,,11/06/1981,B210577,B210578,B210579,B210580,B210581,B210582,B210583,,,,14.6,13.8,14,14.3,14.7,14.2,14.6,,,,
39,1981,E12,NAG,PIEFL,1,,,6,,,,,,NE,,,,,,B210506,I,31/05/1981,31/05/1981,1,14/06/1981,B210600,B210607,B210608,B210609,B210610,B210611,,,,,,,,,,,,,,,
40,1981,E27,NAG,PIEFL,1,,,7,,,,,,NE,B210619,I,14/06/1981,14/06/1981,1,B210507,I,31/05/1981,31/05/1981,1,14/06/1981,B210612,B210613,B210614,B210615,B210616,B210617,B210618,,,,15.9,15.9,13.6,14.7,14,15.1,15.4,,,,
41,1981,SC10,NAG,PIEFL,1,,,7,,,,,,NE,,,,,,,,,,,15/06/1981,B210638,B210639,B210640,B210641,B210642,B210643,B210644,,,,,,,,,,,,,,
42,1981,SCOUTHUT4,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,15/06/1981,B210646,B210647,B210648,B210649,B210650,B210701,B210702,B210703,,,,,,,,,,,,,
44,1982,,FLO,PIEFL,1,,,6,,,,,,NE,B525271,I,09/06/1982,09/06/1982,1,B525270,I,09/06/1982,09/06/1982,1,09/06/1982,B525272,B525273,B525274,B525275,B525276,B525277,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
45,1982,6,KEN,PIEFL,1,7,,7,42,62,,,,NE,A843685,,05/06/1982,,1,B210645,I,15/06/1981,23/05/1982,1,12/06/1982,B525345,B525346,B525347,B525348,B525349,B525350,B525351,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
46,1982,11,KEN,PIEFL,1,7,7,7,38,59,,,,NE,A843777,,05/06/1982,,1,A147429,,,23/05/1982,1,05/06/1982,B525133,B525134,B525135,B525136,B525137,B525138,B525139,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
47,1982,14,KEN,PIEFL,1,7,,6,44,65,,,,NE,A367466,,05/06/1982,,1,A843766,,,23/05/1982,1,12/06/1982,B525339,B525340,B525341,B525342,B525343,B525344,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
48,1982,23,KEN,PIEFL,1,6,,6,43,66,,,,NE,A843735,,05/06/1982,,1,A367414,,,23/05/1982,1,12/06/1982,B525333,B525334,B525335,B525336,B525337,B525338,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
49,1982,25,KEN,PIEFL,1,8,,7,42,64,,,,NE,A843526,,05/06/1982,,1,B525111,I,23/05/1982,23/05/1982,1,12/06/1982,B525326,B525327,B525328,B525329,B525330,B525331,B525332,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
50,1982,28,KEN,PIEFL,1,8,7,7,38,60,,,1,NE,B525131,I,05/06/1982,05/06/1982,1,A843527,,,23/05/1982,1,05/06/1982,B525140,B525141,B525142,B525143,B525144,B525145,B525146,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
51,1982,32,KEN,PIEFL,1,7,,7,41,62,,,,NE,B525132,I,05/06/1982,05/06/1982,1,A843641,,,23/05/1982,1,12/06/1982,B525319,B525320,B525321,B525322,B525323,B525324,B525325,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
52,1982,33,KEN,PIEFL,1,7,,7,44,65,,,,NE,B210585,S,05/06/1982,13/06/1981,2,A843566,,,23/05/1982,1,12/06/1982,B525312,B525313,B525314,B525315,B525316,B525317,B525318,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
53,1982,36,KEN,PIEFL,1,8,,8,45,65,,,,NE,A843591,,05/06/1982,,1,A367326,,,23/05/1982,1,12/06/1982,B525304,B525305,B525306,B525307,B525308,B525309,B525310,B525311,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
54,1982,42,KEN,PIEFL,1,8,,7,49,69,,,,NE,B525303,I,12/06/1982,12/06/1982,1,B210652,S,15/06/1981,23/05/1982,2,16/06/1982,B525435,B525436,B525437,B525438,B525439,B525440,B525441,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
55,1982,24,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1982,29,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1982,33,NAG,PIEFL,1,9,7,7,37,60,,,2,NE,B210619,S,,14/06/1981,2,A843744,,,,1,08/06/1982,B525228,B525229,B525230,B525231,B525232,B525233,B525234,,,,14.9,15.2,13.9,15.6,15.1,14.2,14.6,,,,Hatching date estimated - Assumption that all ringed young fledged
58,1982,35,NAG,PIEFL,1,7,,3,50,69,,,,NE,A843803,,,,1,A843715,,,,1,16/06/1982,B525426,B525427,B525428,,,,,,,,14.4,14.4,14.5,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
59,1982,37,NAG,PIEFL,1,7,7,7,48,67,,,,NE,B525114,S,,29/05/1982,1,KK47960,I,,,1,13/06/1982,B525395,B525396,B525397,B525398,B525399,B525400,B525401,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
60,1982,43,NAG,PIEFL,1,6,,0,55,,,,,JD,B525115,I,30/05/1982,30/05/1982,1,B525107,I,19/05/1982,19/05/1982,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - YOUNG DIED ON 17/6
61,1982,48,NAG,PIEFL,1,6,6,6,49,67,,,,NE,B525150,I,06/06/1982,06/06/1982,1,B210643,R,15/06/1981,31/05/1982,1,13/06/1982,B525389,B525390,B525391,B525392,B525393,B525394,,,,,10.6,12.2,13.3,13.4,11.5,10,,,,,Hatching date estimated - Assumption that all ringed young fledged
62,1982,92,NAG,PIEFL,1,6,6,6,32,53,,,,NE,A367547,,,,1,B525102,I,14/05/1982,14/05/1982,1,31/05/1982,B525117,B525118,B525119,B525120,B525121,B525122,,,,,13.1,13.1,13.4,13.4,14.1,14.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
63,1982,94,NAG,PIEFL,1,4,2,2,74,91,,,2,NE,B525442,I,16/06/1982,16/06/1982,1,A367578,,,,1,16/06/1982,B525443,B525444,,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
64,1982,103,NAG,PIEFL,1,7,7,7,37,56,,,,NE,B525113,S,29/05/1982,29/05/1982,1,A367370,,,,1,08/06/1982,B525221,B525222,B525223,B525224,B525225,B525226,B525227,,,,15,14.4,15.6,15.6,15.1,14.5,14.8,,,,Hatching date estimated - Assumption that all ringed young fledged
65,1982,112,NAG,PIEFL,1,4,2,2,37,55,,,2,NE,A147422,,,,1,B525106,I,17/05/1982,17/05/1982,1,05/06/1982,B525147,B525148,,,,,,,,,15.1,16.4,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
66,1982,119,NAG,PIEFL,1,7,,5,50,69,,,,NE,,,,,,B525116,I,30/05/1982,30/05/1982,1,15/06/1982,B525409,B525410,B525411,B525412,B525413,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
67,1982,123,NAG,PIEFL,1,7,7,7,40,59,,,,NE,A843800,,,,1,A843805,,,,1,08/06/1982,B525193,B525194,B525195,B525196,B525197,B525198,B525199,,,,14,13.6,14.1,13.1,13.3,13.9,13.1,,,,Hatching date estimated - Assumption that all ringed young fledged
68,1982,137,NAG,PIEFL,1,7,7,7,35,57,,,,NE,B525114,I,29/05/1982,29/05/1982,1,A367436,,,,1,01/06/1982,B525124,B525125,B525126,B525127,B525128,B525129,B525130,,,,13.9,14.4,13.8,14.3,13.1,13.9,12.7,,,,Hatching date estimated - Assumption that all ringed young fledged
69,1982,151,NAG,PIEFL,1,7,7,6,36,57,,,,NE,A843545,,,,1,B210503,S,31/05/1981,31/05/1982,2,08/06/1982,B525207,B525208,B525209,B525210,B525211,B525212,B525213,,,,13.1,13.1,13.6,14,13.9,13.8,,,,,Hatching date estimated - B525210 died
70,1982,155,NAG,PIEFL,1,8,7,7,46,65,,,1,NE,A843801,,,,1,A367328,,,,1,12/06/1982,B525373,B525374,B525375,B525376,B525377,B525378,B525379,,,,13.6,10.7,12.8,13.2,12.9,12.8,12.1,,,,Hatching date estimated - Assumption that all ringed young fledged
71,1982,163,NAG,PIEFL,1,6,6,6,37,56,,,,NE,B525114,S,,29/05/1982,1,B525101,I,12/05/1982,12/05/1982,1,08/06/1982,B525241,B525242,B525243,B525244,B525245,B525246,,,,,14.9,14.9,15,15.1,15.4,15.6,,,,,Hatching date estimated - Assumption that all ringed young fledged
72,1982,171,NAG,PIEFL,1,7,7,7,40,59,,,,NE,B210528,R,,11/06/1981,1,B210684,S,19/06/1981,31/05/1982,2,08/06/1982,B525214,B525215,B525216,B525217,B525218,B525219,B525220,,,,14.6,14.8,15.1,15.1,15,15.2,13.8,,,,Hatching date estimated - Assumption that all ringed young fledged
73,1982,172,NAG,PIEFL,1,8,8,8,44,63,,,,NE,B525149,I,06/06/1982,06/06/1982,1,B525109,I,21/05/1982,21/05/1982,1,12/06/1982,B525380,B525381,B525382,B525383,B525384,B525385,B525386,B525387,,,13.5,14,14.5,14.5,14,13.5,15,12,,,Hatching date estimated - Assumption that all ringed young fledged
74,1982,182,NAG,PIEFL,1,8,8,8,43,,,,,NE,A147422,S,,,1,B210607,R,14/06/1981,31/05/1982,1,09/06/1982,B525290,B525291,B525292,B525293,B525294,B525295,B525296,B525297,,,13,14,14.5,13.5,13,13.5,11,14,,,Hatching date estimated - Assumption that all ringed young fledged
75,1982,191,NAG,PIEFL,1,7,7,7,38,59,,,,NE,B210514,S,,08/06/1981,2,A037397,I,24/06/1979,17/05/1982,3,08/06/1982,B525200,B525201,B525202,B525203,B525204,B525205,B525206,,,,14.6,14.6,14.4,13.5,13.3,13.6,14,,,,Hatching date estimated - Assumption that all ringed young fledged
76,1982,192,NAG,PIEFL,1,6,0,0,41,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESERTED
77,1982,199,NAG,PIEFL,1,7,7,7,39,60,,,,NE,B210511,S,,31/05/1981,2,B525110,I,21/05/1982,21/05/1982,1,08/06/1982,B525247,B525248,B525249,B525250,B525251,B525252,B525253,,,,14.9,14.4,14.5,13,15,14.6,14.3,,,,Hatching date estimated - Assumption that all ringed young fledged
78,1982,201,NAG,PIEFL,1,7,7,7,46,65,,,,NE,B210514,S,,08/06/1981,2,B210504,S,31/05/1981,31/05/1982,2,12/06/1982,B525366,B525367,B525368,B525369,B525370,B525371,B525372,,,,13.9,13.5,14.1,13.4,13.5,12.4,10.4,,,,Hatching date estimated - Assumption that all ringed young fledged
79,1982,208,NAG,PIEFL,1,9,,5,51,72,,,,NE,B210511,S,31/05/1981,31/05/1981,2,B210502,S,31/05/1981,31/05/1982,2,16/06/1982,B525429,B525430,B525431,B525432,B525433,B525434,,,,,11,13.2,12.9,8.6,12.8,13.1,,,,,Hatching date estimated - 434 DIED
80,1982,221,NAG,PIEFL,1,7,,6,38,59,,,,NE,A843764,,,,1,B525105,I,17/05/1982,17/05/1982,1,06/06/1982,B525158,B525159,B525160,B525161,B525162,B525163,,,,,14.3,14.4,14.9,13.1,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
81,1982,226,NAG,PIEFL,1,8,,7,37,59,,,,NE,A843772,,,,1,B525103,I,14/05/1982,14/05/1982,1,06/06/1982,B525164,B525165,B525166,B525167,B525168,B525169,B525170,,,,13,12.9,12.9,12.7,13.2,12.8,13.1,,,,Hatching date estimated - Assumption that all ringed young fledged
82,1982,311,NAG,PIEFL,1,8,0,0,42,,,,,ED,,,,,,B525107,S,19/05/1982,19/05/1982,1,,,,,,,,,,,,,,,,,,,,,,DESERTED
83,1982,319,NAG,PIEFL,1,7,5,4,43,62,,,2,NE,A367549,,,,1,B525108,I,19/05/1982,19/05/1982,1,08/06/1982,B525254,B525255,B525256,B525257,B525258,,,,,,,,,,,,,,,,Hatching date estimated - B525258 DIED
84,1982,334,NAG,PIEFL,1,,0,0,46,,,,1,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESERTED
85,1982,338,NAG,PIEFL,1,7,7,7,44,63,,,,NE,A843729,,,,1,A367375,,,,1,09/06/1982,B525278,B525279,B525280,B525281,B525282,B525283,B525284,,,,13.5,13,13.5,14.5,14.5,14,11.5,,,,Hatching date estimated - Assumption that all ringed young fledged
86,1982,343,NAG,PIEFL,1,7,,5,43,,,,1,NE,B210510,S,31/05/1981,31/05/1981,2,A367421,,,,1,09/06/1982,B525285,B525286,B525287,B525288,B525289,,,,,,12.5,13,13.5,13,13.5,,,,,,Hatching date estimated - Assumption that all ringed young fledged
87,1982,346,NAG,PIEFL,1,8,,7,36,58,,,,NE,B210510,S,,31/05/1981,2,B525104,I,14/05/1982,14/05/1982,1,06/06/1982,B525151,B525152,B525153,B525154,B525155,B525156,B525157,,,,14.6,15.1,14.4,14.2,14.3,14.1,14,,,,Hatching date estimated - Assumption that all ringed young fledged
88,1982,357,NAG,PIEFL,1,7,7,7,37,58,,,,NE,B210583,R,,11/06/1981,1,A367319,,,,1,06/06/1982,B525177,B525178,B525179,B525180,B525181,B525182,B525183,,,,14.5,14.4,14.5,14.8,14.5,14,14.2,,,,Hatching date estimated - Assumption that all ringed young fledged
89,1982,360,NAG,PIEFL,1,7,,6,38,59,,,2,NE,A843702,,,,1,A843515,,,,1,06/06/1982,B525171,B525172,B525173,B525174,B525175,B525176,,,,,14,13.9,14.4,13.5,15,13.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
90,1982,374,NAG,PIEFL,1,8,,7,38,60,,,,NE,B210575,R,,11/06/1981,1,A843562,,,,1,06/06/1982,B525184,B525185,B525186,B525187,B525188,B525189,B525190,,,,13,13.1,12.9,13,12.4,13,13.3,,,,Hatching date estimated - Assumption that all ringed young fledged
91,1982,435,NAG,PIEFL,1,7,7,4,47,66,,,,NE,,,,,,B210519,R,11/06/1981,31/05/1982,1,13/06/1982,B525402,B525403,B525404,B525405,B525406,B525407,B525408,,,,,,,,,,,,,,Hatching date estimated - 404/405/407 DIED
92,1982,RT109/311,NAG,PIEFL,1,7,,5,52,71,,,,NE,B525388,I,13/06/1982,31/05/1982,1,B210576,R,11/06/1981,31/05/1982,1,15/06/1982,B525414,B525415,B525416,B525417,B525418,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
93,1982,RT190/219,NAG,REDST,1,6,6,6,55,73,,,,NE,,,,,,B525464,I,17/06/1982,17/06/1982,1,,B525490,B525491,B525492,B525493,B525494,B525495,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
94,1982,RT1979/98,NAG,PIEFL,1,,,,,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1982,RT76/205,NAG,PIEFL,1,7,,6,36,57,,,,NE,B525112,I,28/05/1982,28/05/1982,1,A843791,,,,1,08/06/1982,B525235,B525236,B525237,B525238,B525239,B525240,,,,,14.8,15.4,15.1,16.2,15.5,14.8,,,,,Hatching date estimated - Assumption that all ringed young fledged
96,1983,,BRO,PIEFL,1,,,6,,,,,,NE,B525443,R,18/06/1983,16/06/1982,1,B525323,R,12/06/1982,18/06/1983,1,18/06/1983,B870241,B870242,B870243,B870244,B870245,B870246,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
97,1983,,CAN,PIEFL,1,,,4,,,,,,NE,B870247,I,18/06/1983,18/06/1983,1,B870248,I,18/06/1983,18/06/1983,1,18/06/1983,B870249,B870250,B870251,B870252,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
98,1983,7,KEN,PIEFL,1,5,,4,48,67,,,,NE,B210549,R,21/06/1983,11/06/1981,2,B870022,I,06/06/1983,06/06/1983,1,17/06/1983,B870236,B870237,B870238,B870239,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
99,1983,9,KEN,PIEFL,1,6,,4,52,,,,,NE,B525314,R,11/06/1983,12/06/1982,1,A147429,S,,06/06/1983,2,19/06/1983,B870267,B870268,B870269,B870270,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
100,1983,13,KEN,PIEFL,1,6,,1,42,,,,,NE,,,,,,A367414,S,,06/06/1983,2,17/06/1983,B870240,,,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
101,1983,19,KEN,PIEFL,1,7,,6,47,,,,,NE,B870023,I,06/06/1983,06/06/1983,1,B525221,I,08/06/1982,06/06/1983,1,17/06/1983,B870230,B870231,B870232,B870233,B870234,B870235,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
102,1983,25,KEN,PIEFL,1,6,,0,53,,,,,JD,,,,,,A843766,S,,06/06/1983,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL YOUNG DEAD BY 11/6
103,1983,33,KEN,PIEFL,1,7,,0,46,,,,,JD,A843526,S,06/06/1983,,2,A843556,,,06/06/1983,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL YOUNG DEAD BY 11/6
104,1983,36,KEN,PIEFL,1,6,,0,60,,,,,JD,,,,,,A367326,S,,06/06/1983,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL YOUNG DEAD BY 11/6
105,1983,44,KEN,PIEFL,1,8,,0,45,,,,,XP,A843591,S,11/06/1983,,2,A843527,S,,06/06/1983,2,,,,,,,,,,,,,,,,,,,,,,PREDATED
106,1983,2,NAG,PIEFL,1,,,0,,,,,,XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESERTED
107,1983,11,NAG,PIEFL,1,,,0,,,,,,XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESERTED
108,1983,14,NAG,PIEFL,1,6,0,0,53,,,,,EP,,,,,,B870011,S,28/05/1983,28/05/1983,1,,,,,,,,,,,,,,,,,,,,,,PREDATED
109,1983,32,NAG,PIEFL,1,3,3,3,50,66,,,,NE,A843767,S,03/06/1983,,1,B525239,R,08/06/1982,26/05/1983,1,16/06/1983,B870198,B870199,B870200,,,,,,,,15.4,14.9,15.1,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
110,1983,36,NAG,PIEFL,1,4,,4,61,76,,,,NE,B870015,S,25/06/1983,04/06/1983,1,B525108,S,19/05/1982,04/06/1983,2,25/06/1983,B870300,B870301,B870302,B870303,,,,,,,15.1,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged - FROM BOX 134
111,1983,56,NAG,PIEFL,1,7,6,6,44,64,,,1,NE,B525237,R,28/05/1983,08/06/1982,1,B870004,I,22/05/1983,22/05/1983,1,12/06/1983,B870103,B870104,B870105,B870106,B870107,B870108,,,,,13.8,14.2,14.5,14.5,13.1,14.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
112,1983,63,NAG,PIEFL,1,6,6,6,48,68,,,,NE,B210513,S,09/06/1983,07/06/1981,3,B870006,I,23/05/1983,23/05/1983,1,16/06/1983,B870192,B870193,B870194,B870195,B870196,B870197,,,,,13.6,13.6,14.2,14.3,14.1,13.9,,,,,Hatching date estimated - Assumption that all ringed young fledged
113,1983,70,NAG,PIEFL,1,7,,6,45,65,,,,NE,B525353,I,04/06/1983,31/05/1982,1,A367370,S,,22/05/1983,2,12/06/1983,B870093,B870094,B870095,B870096,B870097,B870098,,,,,13.2,12.8,12.4,13,13.5,12.5,,,,,Hatching date estimated - Assumption that all ringed young fledged
114,1983,83,NAG,PIEFL,1,7,7,7,45,65,,,,NE,A843589,,03/06/1983,,1,B210576,S,11/06/1981,23/05/1983,2,12/06/1983,B870123,B870124,B870125,B870126,B870127,B870128,B870129,,,,12,11.4,12.1,12.5,12.2,12.4,11,,,,Hatching date estimated - Assumption that all ringed young fledged
115,1983,87,NAG,PIEFL,1,7,,5,42,62,,,,NE,B525388,S,29/05/1983,31/05/1982,2,B525261,I,09/06/1982,19/05/1983,1,12/06/1983,B870068,B870069,B870070,B870071,B870072,B870073,B870074,,,,14.2,13.6,11.6,14.1,12,14,,,,,Hatching date estimated - B870070/71 DEAD IN BOX 
