BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DFE,DH,MinEggs,MinHatch,UnHatch,Outcome,MaleID,MaleStatus,MaleDate,MaleRingDate,MaleMinAge,FemaleID,FemaleStatus,FemaleRingDate,FemaleDate,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Weight.Y1,Weight.Y2,Weight.Y3,Weight.Y4,Weight.Y5,Weight.Y6,Weight.Y7,Weight.Y8,Weight.Y9,Weight.Y10,Comments 
2700,2014,316,NAG,BLUTI,1,8,0,0,33,,,,8,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,2014,317,NAG,BLUTI,1,7,7,6,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,2014,318,NAG,BLUTI,1,,,,,,2,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,2014,319,NAG,GRETI,1,8,7,3,36,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,2014,320,NAG,GRETI,1,6,6,3,21,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,2014,322,NAG,BLUTI,1,13,11,5,17,,,,2,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,2014,323,NAG,BLUTI,1,8,7,6,25,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,2014,325,NAG,BLUTI,1,,,9,16,,9,9,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,2014,326,NAG,BLUTI,1,9,,0,21,,,,,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,2014,327,NAG,BLUTI,1,9,9,9,19,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,2014,329,NAG,GRETI,1,6,6,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,2014,330,NAG,BLUTI,1,10,10,10,18,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,2014,331,NAG,BLUTI,1,8,8,0,22,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,2014,332,NAG,BLUTI,1,10,10,8,22,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,2014,339,NAG,BLUTI,1,10,,5,21,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,2014,341,NAG,GRETI,1,5,5,5,21,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,2014,342,NAG,BLUTI,1,12,0,0,28,,,,12,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,2014,343,NAG,BLUTI,1,,,0,17,,10,8,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,2014,344,NAG,BLUTI,1,7,,5,18,,,5,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,2014,346,NAG,BLUTI,1,8,8,4,21,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,2014,347,NAG,GRETI,1,7,6,6,23,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,2014,348,NAG,GRETI,1,7,,0,22,,,6,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,2014,349,NAG,GRETI,1,,,,,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,2014,350,NAG,GRETI,1,3,0,0,,,,,3,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,2014,351,NAG,BLUTI,1,9,,5,17,,,,3,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,2014,353,NAG,GRETI,1,6,,4,30,,,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,2014,358,NAG,BLUTI,1,9,,7,27,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,2014,359,NAG,BLUTI,1,11,,8,15,,,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,2014,360,NAG,BLUTI,1,7,7,0,28,,,7,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,2014,374,NAG,GRETI,1,7,,3,46,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,2014,375,NAG,BLUTI,1,7,0,0,,,,,7,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,2014,376,NAG,BLUTI,1,10,,7,16,,,7,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,2014,401,NAG,BLUTI,1,8,7,7,23,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,2014,404,NAG,GRETI,1,10,,8,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,2014,405,NAG,BLUTI,1,9,9,0,29,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,2014,406,NAG,BLUTI,1,,,8,29,,8,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,2014,407,NAG,BLUTI,1,11,,7,18,,,,2,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,2014,408,NAG,BLUTI,1,,,6,26,,7,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,2014,409,NAG,BLUTI,1,9,,5,30,,,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,2014,410,NAG,BLUTI,1,9,,6,23,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,2014,412,NAG,BLUTI,1,7,7,7,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,2014,413,NAG,GRETI,1,2,2,2,42,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,2014,414,NAG,BLUTI,1,8,8,2,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,2014,415,NAG,BLUTI,1,12,10,6,31,,,,2,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,2014,416,NAG,GRETI,1,5,5,5,22,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,2014,417,NAG,BLUTI,1,9,8,3,33,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,2014,418,NAG,BLUTI,1,6,0,0,24,,,,6,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,2014,419,NAG,BLUTI,1,9,0,0,17,,,,9,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,2014,421,NAG,BLUTI,1,11,0,0,25,,,,11,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,2014,422,NAG,BLUTI,1,6,6,6,21,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,2014,424,NAG,GRETI,1,7,7,7,30,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,2014,426,NAG,GRETI,1,10,,6,24,,,,3,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,2014,427,NAG,BLUTI,1,11,0,0,29,,,,11,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,2014,428,NAG,BLUTI,1,10,,5,19,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,2014,430,NAG,GRETI,1,7,,2,19,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,2014,437,NAG,BLUTI,1,11,11,7,19,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,2014,438,NAG,BLUTI,1,12,0,0,18,,,,12,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,2014,439,NAG,GRETI,1,9,,7,29,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,2014,440,NAG,GRETI,1,8,,4,32,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,2014,441,NAG,BLUTI,1,7,,0,38,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,2014,138A,NAG,BLUTI,1,9,9,8,27,49,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,2014,330A,NAG,GRETI,1,5,4,4,21,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,2014,70A,NAG,BLUTI,1,6,,5,27,,,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,2014,F3,NAG,BLUTI,1,11,11,10,16,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,2014,F4,NAG,BLUTI,1,11,3,0,18,,,,8,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,2014,R10,NAG,BLUTI,1,9,,4,27,,,6,2,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,2014,R12,NAG,BLUTI,1,13,,9,17,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,2014,R13,NAG,BLUTI,1,10,9,0,23,,,,1,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,2014,R14,NAG,BLUTI,1,12,,3,15,,,10,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,2014,R2,NAG,BLUTI,1,4,,0,36,,,,1,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,2014,R4,NAG,GRETI,1,,,5,33,,8,7,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,2014,R5,NAG,BLUTI,1,9,9,8,15,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,2014,R7,NAG,BLUTI,1,11,0,0,20,,,,11,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,2014,R8,NAG,BLUTI,1,10,,0,28,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,2014,R9,NAG,GRETI,1,,,0,,,5,5,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,2015,1,NAG,BLUTI,1,,,7,,,8,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,2015,3,NAG,BLUTI,1,,,2,,,4,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,2015,6,NAG,GRETI,1,6,,2,,,6,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,2015,8,NAG,BLUTI,1,7,,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,2015,9,NAG,GRETI,1,,,4,,,5,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,2015,10,NAG,BLUTI,1,8,8,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,2015,11,NAG,BLUTI,1,,,2,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,2015,13,NAG,BLUTI,1,,,0,,,5,5,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,2015,14,NAG,BLUTI,1,,,3,,,5,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,2015,15,NAG,BLUTI,1,,,5,,,9,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,2015,16,NAG,BLUTI,1,10,,9,,,,9,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,2015,20,NAG,BLUTI,1,7,,,,,,6,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,2015,21,NAG,BLUTI,1,6,,1,,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,2015,22,NAG,GRETI,1,,,2,,,4,3,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,2015,23,NAG,BLUTI,1,,,8,,,8,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,2015,24,NAG,GRETI,1,,,3,,,8,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,2015,28,NAG,GRETI,1,,,3,,,4,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,2015,30,NAG,BLUTI,1,8,8,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,2015,31,NAG,BLUTI,1,6,6,0,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,2015,33,NAG,GRETI,1,,,3,,,4,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,2015,35,NAG,BLUTI,1,,,3,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,2015,37,NAG,BLUTI,1,8,8,8,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,2015,38,NAG,BLUTI,1,5,5,4,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,2015,42,NAG,BLUTI,1,8,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,2015,44,NAG,BLUTI,1,8,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,2015,45,NAG,BLUTI,1,,,5,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,2015,47,NAG,BLUTI,1,7,,5,,,,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,2015,48,NAG,GRETI,1,,,3,,,5,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,2015,49,NAG,BLUTI,1,8,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,2015,52,NAG,BLUTI,1,9,,2,,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,2015,55,NAG,BLUTI,1,,,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,2015,56,NAG,BLUTI,1,9,,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,2015,57,NAG,GRETI,1,5,5,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,2015,59,NAG,BLUTI,1,7,,4,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2015,60,NAG,BLUTI,1,6,6,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,2015,61,NAG,BLUTI,1,7,,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,2015,62,NAG,BLUTI,1,,,2,,,8,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,2015,63,NAG,GRETI,1,,,3,,,4,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,2015,68,NAG,BLUTI,1,7,0,0,,,,,7,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,2015,70,NAG,BLUTI,1,9,9,9,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,2015,72,NAG,BLUTI,1,7,7,7,,47,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,2015,73,NAG,BLUTI,1,10,,7,,,,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,2015,74,NAG,GRETI,1,5,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,2015,75,NAG,BLUTI,1,11,,2,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,2015,76,NAG,GRETI,1,4,3,3,,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,2015,78,NAG,BLUTI,1,8,8,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,2015,80,NAG,BLUTI,1,,,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,2015,82,NAG,GRETI,1,6,5,3,,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,2015,84,NAG,BLUTI,1,,,4,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,2015,86,NAG,BLUTI,1,,,5,,,5,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,2015,91,NAG,GRETI,1,6,,1,,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,2015,93,NAG,BLUTI,1,9,,9,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,2015,94,NAG,BLUTI,1,10,,2,,,,7,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,2015,96,NAG,BLUTI,1,6,6,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,2015,98,NAG,GRETI,1,3,3,0,,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,2015,101,NAG,GRETI,1,,,4,,,4,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,2015,102,NAG,BLUTI,1,8,,4,,,,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,2015,103,NAG,NUTHA,1,6,6,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,2015,104,NAG,BLUTI,1,,,2,,,,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,2015,105,NAG,GRETI,1,,,6,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,2015,106,NAG,BLUTI,1,11,10,10,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2015,107,NAG,BLUTI,1,7,7,7,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,2015,110,NAG,BLUTI,1,,,2,,,9,9,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2015,111,NAG,GRETI,1,6,6,2,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,2015,114,NAG,GRETI,1,,,6,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,2015,115,NAG,BLUTI,1,9,9,9,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,2015,116,NAG,BLUTI,1,,,6,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,2015,118,NAG,GRETI,1,,,4,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,2015,120,NAG,BLUTI,1,,,4,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,2015,121,NAG,BLUTI,1,,,5,,,9,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,2015,122,NAG,BLUTI,1,,,2,,,8,7,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,2015,123,NAG,BLUTI,1,,,6,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2015,124,NAG,NUTHA,1,,,3,,,7,7,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,2015,125,NAG,BLUTI,1,8,,2,,,,7,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2015,126,NAG,NUTHA,1,,,5,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,2015,127,NAG,GRETI,1,7,,0,,,,3,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,2015,128,NAG,BLUTI,1,8,,0,,,,2,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,2015,131,NAG,BLUTI,1,8,,0,,,,1,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,2015,132,NAG,BLUTI,1,9,9,9,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,2015,133,NAG,BLUTI,1,8,,7,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,2015,134,NAG,BLUTI,1,7,,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,2015,135,NAG,NUTHA,1,6,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,2015,138,NAG,GRETI,1,4,3,3,,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,2015,139,NAG,BLUTI,1,9,,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,2015,140,NAG,GRETI,1,6,,4,,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,2015,142,NAG,BLUTI,1,8,,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,2015,143,NAG,BLUTI,1,,,3,,,6,5,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,2015,144,NAG,GRETI,1,6,,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,2015,145,NAG,BLUTI,1,9,,7,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,2015,146,NAG,GRETI,1,5,,2,,,,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,2015,149,NAG,BLUTI,1,8,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,2015,150,NAG,BLUTI,1,,,3,,,6,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2015,153,NAG,GRETI,1,,,4,,,4,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,2015,154,NAG,GRETI,1,4,3,0,,,,,1,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,2015,156,NAG,BLUTI,1,,,6,,,10,10,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,2015,158,NAG,GRETI,1,5,,3,,,,,1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,2015,159,NAG,BLUTI,1,8,,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,2015,160,NAG,BLUTI,1,8,8,2,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,2015,161,NAG,BLUTI,1,9,9,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,2015,162,NAG,BLUTI,1,5,5,2,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,2015,163,NAG,GRETI,1,6,,0,,,,3,1,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,2015,165,NAG,BLUTI,1,,,0,,,6,6,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,2015,166,NAG,GRETI,1,6,,3,,,,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,2015,168,NAG,BLUTI,1,,,0,,,4,3,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,2015,170,NAG,BLUTI,1,6,6,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,2015,172,NAG,BLUTI,1,4,4,4,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2015,174,NAG,GRETI,1,5,,0,,,,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2015,175,NAG,NUTHA,1,6,,4,,,,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,2015,177,NAG,BLUTI,1,6,,2,,,,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2015,178,NAG,BLUTI,1,,,7,,,8,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,2015,180,NAG,BLUTI,1,,,6,,,8,8,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2015,181,NAG,GRETI,1,,,2,,,4,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,2015,185,NAG,BLUTI,1,8,,3,,,8,4,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,2015,186,NAG,BLUTI,1,7,7,2,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,2015,187,NAG,GRETI,1,4,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2015,188,NAG,BLUTI,1,,,8,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,2015,189,NAG,GRETI,1,,,5,,,5,5,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,2015,190,NAG,BLUTI,1,7,7,6,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,2015,191,NAG,BLUTI,1,,,6,,,7,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,2015,194,NAG,BLUTI,1,8,,0,,,,7,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,2015,195,NAG,GRETI,1,5,5,0,,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,2015,197,NAG,BLUTI,1,7,,0,,,,6,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,2015,198,NAG,GRETI,1,5,5,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,2015,199,NAG,BLUTI,1,11,,0,,,,9,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,2015,201,NAG,GRETI,1,,0,0,,,5,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,2015,205,NAG,GRETI,1,6,5,0,,,,,1,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,2015,206,NAG,BLUTI,1,7,,5,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,2015,207,NAG,BLUTI,1,,,2,,,7,7,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2015,208,NAG,GRETI,1,7,,2,,,,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,2015,209,NAG,GRETI,1,,,1,,,4,3,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,2015,210,NAG,BLUTI,1,9,,2,,,,6,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,2015,211,NAG,BLUTI,1,7,,3,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
