"site","year","day","tasmin","tasmax","tasmean"
"SPW","2014","April_02",7.45503517479264,17.6589159874931,12.5569755811429
"SPW","2014","April_03",9.27218588933168,17.7046362876493,13.4884110884905
"SPW","2014","April_04",9.86732843469992,13.9933524060752,11.9303404203876
"SPW","2014","April_05",4.53444729721547,15.4609081400601,9.99767771863779
"SPW","2014","April_06",10.7989439157344,15.227111682768,13.0130277992512
"SPW","2014","April_07",11.6713979123727,14.1832341047827,12.9273160085777
"SPW","2014","April_08",4.85433364048933,12.8201679273249,8.83725078390711
"SPW","2014","April_09",3.01674401638747,16.5542915821143,9.7855177992509
"SPW","2014","April_10",3.8013715707255,15.840188537035,9.82078005388026
"SPW","2014","April_11",8.16803618451076,15.617011530052,11.8925238572814
"SPW","2014","April_12",4.37155655138513,13.2803657453395,8.82596114836231
"SPW","2014","April_13",4.79508744066839,15.5617929666119,10.1784402036402
"SPW","2014","April_14",5.48931934332135,14.8017930942897,10.1455562188055
"SPW","2014","April_15",0.139414071800945,13.9018820904376,7.02064808111926
"SPW","2014","April_16",-0.09376671687795,16.191501130925,8.04886720702352
"SPW","2014","April_17",3.80970885700955,15.9697505317269,9.88972969436823
"SPW","2014","April_18",2.99508987977227,12.1387720176937,7.56693094873301
"SPW","2014","April_19",1.0969936137851,13.3303680632552,7.21368083852017
"SPW","2014","April_20",5.06476851865525,14.4074414116448,9.73610496515003
"SPW","2014","April_21",4.26204792193009,19.2629522779479,11.762500099939
"SPW","2014","April_22",8.95489918432501,15.4251927033317,12.1900459438283
"SPW","2014","April_23",6.19992403717207,17.2130187099241,11.7064713735481
"SPW","2014","April_24",9.00351236967277,16.3360010223647,12.6697566960187
"SPW","2014","April_25",7.25204430006055,12.7395701267107,9.99580721338565
"SPW","2014","April_26",6.80742741913899,15.2962577224233,11.0518425707812
"SPW","2014","April_27",6.66982372373627,14.5338711984097,10.601847461073
"SPW","2014","April_28",8.30966672760226,16.3379251018598,12.323795914731
"SPW","2014","April_29",6.29934008865436,15.3116938471045,10.8055169678794
"SPW","2014","April_30",5.03642003843731,18.8907786054885,11.9635993219629
"SPW","2014","May_01",7.5816624812441,13.7938700520317,10.6877662666379
"SPW","2014","May_02",7.5671501455347,11.1769517468069,9.37205094617079
"SPW","2014","May_03",-0.0724346345434867,12.7848223152346,6.35619384034555
"SPW","2014","May_04",2.72811786829531,16.3781131245472,9.55311549642126
"SPW","2014","May_05",3.58110792907943,18.4733799749144,11.0272439519969
"SPW","2014","May_06",10.4298119460252,18.0730085985222,14.2514102722737
"SPW","2014","May_07",9.15881756291803,16.3278908175411,12.7433541902296
