site,year,peak_cater_fit,peak_cater_lwr,peak_cater_upr,height_cater_fit,height_cater_lwr,height_cater_upr,box,species,cltsize,fledged,dfe,outcome,avg_cltsize,cltsize_final,mismatch_cater,height_cater_log,mean_tasmin_April,mean_tasmin_May,mean_tasmin_June,mean_tasmax_April,mean_tasmax_May,mean_tasmax_June,tasmean_April,tasmean_May,tasmean_June,tasmean_AprMay,mean_tasmin_AprMay,mean_tasmax_AprMay
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,18,BLUTI,9,10,32,NE,9.675675676,9,0.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,16,BLUTI,8,8,36,NE,9.675675676,8,3.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,12,BLUTI,11,7,37,NE,9.675675676,11,7.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,10,BLUTI,10,10,40,NE,9.675675676,10,9.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,6,BLUTI,11,9,29,NE,9.675675676,11,-0.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,4,GRETI,7,7,29,NE,7.25,7,-4.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,2,BLUTI,8,11,35,NE,9.675675676,8,2.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,224,GRETI,7,6,30,NE,7.25,7,-3.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,221,BLUTI,7,11,34,NE,9.675675676,7,0.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,219,GRETI,6,6,34,NE,7.25,6,-0.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,217,BLUTI,10,10,32,NE,9.675675676,10,1.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,102,BLUTI,9,8,31,NE,9.675675676,9,-0.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,105,BLUTI,7,7,35,NE,9.675675676,7,1.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,30,BLUTI,11,11,32,NE,9.675675676,11,2.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,31,BLUTI,8,6,29,NE,9.675675676,8,-3.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,D3,BLUTI,11,11,33,NE,9.675675676,11,3.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,D9,GRETI,7,6,33,NE,7.25,7,-0.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,D10A,BLUTI,12,11,31,NE,9.675675676,12,2.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,D14A,GRETI,8,6,37,NE,7.25,8,4.845455137,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,702,GRETI,7,0,28,XP,7.25,7,-5.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,703,BLUTI,11,11,27,NE,9.675675676,11,-2.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,705,GRETI,6,5,26,NE,7.25,6,-8.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
SPW,2013,64.15454486,62.04114691,66.36328436,1468.907551,832.9763188,2545.821706,706,BLUTI,13,5,27,NE,9.675675676,13,-0.154544863,7.292274241,3.006682306,5.824764225,9.270821148,12.6796877,15.42208113,18.74053508,7.843185003,10.62342268,14.00567811,9.23330384,4.415723265,14.05088441
