BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DAR,N1,DFE,DH,MinEggs,UnHatch,AverageMass,Outcome,MaleID,MaleDate,MaleRingDate,MaleStatus,MaleMinAge,FemaleID,FemaleDate,FemaleRingDate,FemaleStatus,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Young11,Weight.Y1,Tarsus.Y1,Weight.Y2,Tarsus.Y2,Weight.Y3,Tarsus.Y3,Weight.Y4,Tarsus.Y4,Weight.Y5,Tarsus.Y5,Weight.Y6,Tarsus.Y6,Weight.Y7,Tarsus.Y7,Weight.Y8,Tarsus.Y8,Weight.Y9,Tarsus.Y9,Weight.Y10,Tarsus.Y10,Weight.Y11,Tarsus.Y11
1611,1986,329,YAR,PIEFL,2,5,0,0,,,,,,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,1986,330,YAR,PIEFL,1,7,0,0,,,50,,,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,1986,332,YAR,BLUTI,1,11,,3,,,38,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,1986,333,YAR,BLUTI,1,8,,0,,,,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,1986,336,YAR,PIEFL,1,6,0,0,,,50,,,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,1986,337,YAR,BLUTI,1,11,,0,,,31,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,1986,339,YAR,GRETI,2,8,,0,,,61,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,1986,340,YAR,PIEFL,1,7,6,0,,,50,,,1,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,1986,341,YAR,PIEFL,1,6,5,0,,,50,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,1986,342,YAR,BLUTI,1,,,2,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,1986,343,YAR,PIEFL,1,7,,5,,,48,,,,,NE,,,,,,B925121,03/06/1986,12/06/1984,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,1986,345,YAR,BLUTI,1,10,,7,,,40,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,1986,347,YAR,PIEFL,1,6,5,5,,,51,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,1986,350,YAR,REDST,1,6,,0,,,,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,1986,351,YAR,PIEFL,2,5,5,3,,,,86,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,1986,353,YAR,PIEFL,1,6,6,6,,,49,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,1986,YARROW,YAR,BLUTI,1,,,9,,,43,,10,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,1987,1,BVW,PIEFL,1,7,7,6,,,44,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,1987,2,BVW,COATI,1,,0,0,,,19,,4,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1987,2,BVW,BLUTI,1,8,8,8,,,40,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,1987,5,BVW,GRETI,1,8,8,8,,,26,52,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,1987,6,BVW,PIEFL,1,7,6,6,,,40,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,1987,8,BVW,GRETI,1,,0,0,,,26,,7,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,1987,9,BVW,PIEFL,1,7,7,4,,,36,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,1987,10,BVW,BLUTI,1,9,,8,,,29,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,1987,11,BVW,PIEFL,1,8,8,8,,,32,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,1987,12,BVW,BLUTI,1,,,9,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,1987,15,BVW,BLUTI,1,,,12,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,1987,18,BVW,PIEFL,1,8,7,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,1987,20,BVW,PIEFL,1,7,0,0,,,51,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,1987,21,BVW,PIEFL,1,7,7,7,,,35,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,1987,22,BVW,BLUTI,1,,,5,,,,,7,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,1987,24,BVW,BLUTI,1,9,9,0,,,21,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,1987,18A,BVW,GRETI,1,,,9,,,32,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,1987,2,NEA,BLUTI,1,,,11,,,28,,11,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,1987,4,NEA,REDST,1,5,5,5,,,44,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,1987,7,NEA,GRETI,1,11,,0,,,27,,,,,XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,1987,9,NEA,PIEFL,1,7,6,6,,,,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,1987,10,NEA,PIEFL,1,7,7,7,,,37,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,1987,12,NEA,PIEFL,1,,,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,1987,13,NEA,BLUTI,1,12,11,11,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,1987,17,NEA,PIEFL,1,7,7,7,,,37,,,,,NE,,,,,,unringed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,1987,19,NEA,BLUTI,1,7,,6,,,44,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,1987,101,YAR,PIEFL,1,8,,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,1987,104,YAR,REDST,1,7,,5,,,31,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,1987,107,YAR,PIEFL,1,7,6,5,,,38,57,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,1987,108,YAR,PIEFL,1,7,7,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,1987,109,YAR,BLUTI,1,11,11,11,,,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,1987,114,YAR,PIEFL,1,7,7,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,1987,122,YAR,PIEFL,2,,,5,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,1987,126,YAR,PIEFL,1,7,7,7,,,37,57,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,1987,132,YAR,PIEFL,1,7,7,7,,,37,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,1987,201,YAR,PIEFL,1,8,7,7,,,38,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,1987,203,YAR,BLUTI,1,11,11,0,,,23,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,1987,210,YAR,PIEFL,1,9,7,6,,,33,,,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,1987,215,YAR,PIEFL,1,7,7,5,,,35,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,1987,217,YAR,PIEFL,1,7,7,7,,,42,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,1987,219,YAR,PIEFL,1,8,6,6,,,37,,,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,1987,221,YAR,BLUTI,1,,,9,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,1987,222,YAR,PIEFL,1,7,7,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,1987,229,YAR,PIEFL,1,8,8,8,,,34,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,1987,232,YAR,MARTI,1,,,5,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,1987,233,YAR,BLUTI,1,7,7,7,,,30,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,1987,235,YAR,PIEFL,1,7,7,7,,,40,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,1987,236,YAR,PIEFL,1,6,4,4,,,34,,,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,1987,238,YAR,PIEFL,1,8,8,8,,,34,57,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,1987,240,YAR,PIEFL,1,7,7,0,,,43,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,1987,241,YAR,PIEFL,1,8,8,8,,,34,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,1987,242,YAR,PIEFL,1,7,7,4,,,50,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,1987,243,YAR,BLUTI,1,10,,9,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,1987,244,YAR,PIEFL,1,8,8,4,,,36,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,1987,245,YAR,PIEFL,1,,0,0,,,,,1,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,1987,246,YAR,PIEFL,1,7,7,7,,,45,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,1987,250,YAR,PIEFL,1,8,8,8,,,37,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,1987,303,YAR,PIEFL,1,7,7,6,,,38,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,1987,306,YAR,PIEFL,1,7,7,6,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,1987,309,YAR,BLUTI,1,,,13,,,24,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,1987,311,YAR,PIEFL,1,,0,0,,,,,6,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,1987,315,YAR,PIEFL,1,,0,0,,,,,4,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,1987,316,YAR,REDST,1,7,,6,,,42,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,1987,317,YAR,PIEFL,1,7,0,0,,,38,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,1987,322,YAR,BLUTI,1,,0,0,,,29,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,1987,323,YAR,REDST,1,,0,0,,,,,5,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,1987,324,YAR,REDST,2,,,5,,,,,6,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,1987,325,YAR,PIEFL,1,,0,0,,,,,4,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,1987,330,YAR,PIEFL,1,,0,0,,,,,4,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,1987,331,YAR,PIEFL,1,7,0,0,,,50,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,1987,333,YAR,BLUTI,1,8,,0,,,29,,,,,XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,1987,335,YAR,PIEFL,1,7,,5,,,45,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,1987,337,YAR,PIEFL,1,7,6,6,,,51,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,1987,340,YAR,PIEFL,1,7,,6,,,40,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,1987,341,YAR,PIEFL,1,7,7,7,,,35,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,1987,345,YAR,PIEFL,1,,,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,1987,346,YAR,BLUTI,1,10,10,10,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,1987,347,YAR,PIEFL,1,6,6,5,,,41,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,1987,349,YAR,BLUTI,1,,,0,,,28,,9,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,1987,350,YAR,REDST,1,6,6,6,,,31,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,1987,351,YAR,PIEFL,1,7,7,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,1987,353,YAR,PIEFL,2,,,5,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1987,355,YAR,BLUTI,1,11,,9,,,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,1987,HIDE3,YAR,PIEFL,1,,,8,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1987,HIDE6,YAR,REDST,1,,,6,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1988,1,BVW,PIEFL,1,7,7,7,,,43,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,1988,2,BVW,BLUTI,1,13,,12,,,25,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1988,3,BVW,PIEFL,1,,,4,,,,,5,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,1988,4,BVW,PIEFL,1,7,7,6,,,33,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1988,5,BVW,BLUTI,1,9,9,9,,,36,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1988,6,BVW,PIEFL,1,,,7,,,38,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1988,7,BVW,PIEFL,1,,,7,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,1988,9,BVW,BLUTI,1,9,6,6,,,32,,,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1988,10,BVW,BLUTI,1,11,,9,,,24,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,1988,11,BVW,PIEFL,1,,,8,,,38,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1988,13,BVW,BLUTI,1,7,7,7,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,1988,14,BVW,PIEFL,1,7,7,7,,,35,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1988,15,BVW,BLUTI,1,10,10,8,,,25,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,1988,18,BVW,PIEFL,1,8,,6,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1988,19,BVW,PIEFL,1,,,4,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1988,21,BVW,BLUTI,1,,,0,,,26,,10,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,1988,22,BVW,BLUTI,1,,,0,,,25,,8,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,1988,23,BVW,BLUTI,1,8,6,6,,,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,1988,24,BVW,BLUTI,1,8,,0,,,25,,,,,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,1988,18A,BVW,GRETI,1,,,7,,,37,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1988,1,NEA,PIEFL,1,7,7,7,,,36,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,1988,2,NEA,NUTHA,1,5,,4,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,1988,3,NEA,GRETI,1,7,0,0,,,,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,1988,4,NEA,PIEFL,1,,,6,,,41,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1988,5,NEA,PIEFL,1,7,,6,,,38,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,1988,6,NEA,BLUTI,1,,,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,1988,7,NEA,PIEFL,1,8,8,8,,,40,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1988,8,NEA,BLUTI,1,,0,0,,,23,,10,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,1988,9,NEA,BLUTI,1,8,8,8,,,34,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,1988,10,NEA,BLUTI,1,,,7,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,1988,12,NEA,PIEFL,1,8,8,8,,,41,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,1988,14,NEA,GRETI,1,,0,0,,,24,,8,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,1988,15,NEA,PIEFL,1,,,7,,,40,,8,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,1988,17,NEA,BLUTI,1,,0,0,,,,,1,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1988,18,NEA,GRETI,1,,,7,,,25,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,1988,19,NEA,PIEFL,1,8,8,8,,,41,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1988,20,NEA,PIEFL,1,7,7,7,,,43,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,1988,101,YAR,PIEFL,1,7,,6,,,40,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,1988,102,YAR,BLUTI,1,6,5,5,,,27,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1988,103,YAR,PIEFL,1,7,6,6,,,45,64,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,1988,104,YAR,REDST,1,6,6,6,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,1988,106,YAR,PIEFL,2,,,3,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,1988,107,YAR,PIEFL,1,7,6,6,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,1988,109,YAR,GRETI,1,10,,9,,,25,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,1988,110,YAR,PIEFL,1,6,6,6,,,40,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,1988,114,YAR,PIEFL,1,,,5,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,1988,122,YAR,PIEFL,1,6,6,6,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,1988,123,YAR,BLUTI,1,,,8,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1988,124,YAR,REDST,1,7,6,6,,,31,49,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,1988,126,YAR,PIEFL,1,7,7,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,1988,131,YAR,PIEFL,1,7,7,3,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,1988,132,YAR,PIEFL,1,,7,7,,,42,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,1988,203,YAR,PIEFL,1,,0,0,,,,,5,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,1988,205,YAR,PIEFL,1,7,7,4,,,52,71,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,1988,206,YAR,BLUTI,1,,,10,,,21,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,1988,208,YAR,PIEFL,1,7,,0,,,52,71,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,1988,210,YAR,GRETI,1,10,10,9,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,1988,211,YAR,PIEFL,1,,,0,,,,,6,,,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,1988,213,YAR,BLUTI,1,7,6,6,,,29,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,1988,215,YAR,BLUTI,1,10,0,0,,,27,,,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,1988,216,YAR,GRETI,1,9,,6,,,27,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,1988,217,YAR,PIEFL,1,6,,4,,,47,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,1988,217,YAR,BLUTI,1,8,0,0,,,25,,,,,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,1988,218,YAR,PIEFL,1,7,6,6,,,46,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,1988,220,YAR,PIEFL,1,7,7,7,,,45,64,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,1988,222,YAR,PIEFL,1,7,,5,,,38,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,1988,223,YAR,PIEFL,1,7,,6,,,47,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
