BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DAR,N1,DFE,DH,MinEggs,UnHatch,AverageMass,Outcome,MaleID,MaleDate,MaleRingDate,MaleStatus,MaleMinAge,FemaleID,FemaleDate,FemaleRingDate,FemaleStatus,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Young11,Weight.Y1,Tarsus.Y1,Weight.Y2,Tarsus.Y2,Weight.Y3,Tarsus.Y3,Weight.Y4,Tarsus.Y4,Weight.Y5,Tarsus.Y5,Weight.Y6,Tarsus.Y6,Weight.Y7,Tarsus.Y7,Weight.Y8,Tarsus.Y8,Weight.Y9,Tarsus.Y9,Weight.Y10,Tarsus.Y10,Weight.Y11,Tarsus.Y11
6359,2017,9,NEA,GRETI,1,7,,7,,,18,37,,1,,NE,,,,,,S845111,07/05/2017,07/05/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,2017,10,NEA,NUTHA,1,7,,7,,,14,,,0,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361,2017,13,NEA,BLUTI,1,9,0,0,,,18,,,9,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362,2017,16,NEA,PIEFL,1,8,,6,7,29,37,58,,1,,NE,AAA8715,07/06/2017,07/06/2017,I,1,Z286399,16/05/2017,29/05/2015,R,2,09/06/2017,AAA8724,AAA8725,AAA8726,AAA8727,AAA8728,AAA8729,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,2017,18,NEA,PIEFL,1,7,,7,15,22.5,35,55,,0,,NE,AAA8694,06/06/2017,06/06/2017,I,1,Z765373,16/05/2017,23/05/2016,S,2,06/06/2017,AAA8695,AAA8696,AAA8697,AAA8698,AAA8699,AAA8701,AAA8702,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,2017,19,NEA,GRETI,1,6,,5,,,13,,,0,,NE,,,,,,S209995,29/04/2017,29/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,2017,20,NEA,PIEFL,1,7,,6,9,29,37,58,,0,,NE,Z765396,29/04/2017,04/06/2016,S,2,Y877802,13/05/2017,03/06/2014,I,3,09/06/2017,AAA8730,AAA8731,AAA8732,AAA8733,AAA8734,AAA8735,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,2017,FOXWTY,NEA,PIEFL,1,7,,7,,,37,57,,0,,NE,Z765986,07/06/2017,15/06/2016,S,2,D061301,19/05/2017,07/06/2013,I,4,07/06/2017,AAA8708,AAA8709,AAA8710,AAA8711,AAA8712,AAA8713,AAA8714,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,2017,FOXWTY,NEA,REDST,1,6,0,0,,,,,,5,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368,2017,103,YAR,PIEFL,1,7,6,6, ,21.5,32,51,,1,,NE,S845400,30/05/2017,30/05/2017,I,1,Z286226,15/05/2017,30/05/2015,S,3,02/06/2017,S845251,S845252,S845253,S845254,S845255,S845256,,,,,,13.78,,13.49,,13.81,,14.04,,13.16,,13.67,,,,,,,,,,,
6369,2017,108,YAR,BLUTI,1,,0,0,,,17,,,2,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,2017,109,YAR,PIEFL,1,7,,0,16,35.5,42,62,,0,,JO,AAA8704,07/06/2017,07/06/2017,I,1,S845331,07/06/2017,07/06/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,2017,111,YAR,PIEFL,1,7,,0,,35.5,41,61,,0,,JD,D416240,05/05/2017,05/05/2017,I,1,Z765909,21/05/2017,12/06/2016,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,2017,113,YAR,BLUTI,1,10,,5,,,9,31,,0,,NE,,,,,,S845001,25/04/2017,25/04/2017,I,1,16/05/2017,S845044,S845045,S845046,S845047,S845048,,,,,,,11.13,,9.57,,8.68,,7.59,,10.49,,,,,,,,,,,,,
6373,2017,116,YAR,PIEFL,1,7,,0,9.5,28.5,33,54,,0,,JD,S845194,01/06/2017,01/06/2017,I,1,S845130,01/06/2017,01/06/2017,I,1,05/06/2017,S845269,S845270,S845271,S845272,S845273,,,,,,,9.8,,9.76,,10.45,,9.94,,10.67,,,,,,,,,,,,,
6374,2017,119,YAR,BLUTI,1,12,,5,,,12,37,,,,NE,,,,,,Z286101,28/04/2017,25/04/2015,S,3,22/05/2017,S845305,S845306,S845307,S845308,S845309,S845310,S845311,,,,,9.9,,8.36,,8.54,,9.46,,9.86,,6.13,,6.81,,,,,,,,,
6375,2017,120,YAR,NUTHA,1,6,,0,,,9,,,,,JD,,,,,,TX70634,27/04/2017,27/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,2017,127,YAR,PIEFL,1,8,,0,9.5,21.5,30,52,,0,,JD,Z286246,21/04/2017,30/05/2015,S,2,D543239,10/05/2017,17/06/2013,S,4,03/06/2017,S845240,S845241,,,,,,,,,,11.43,,12,,,,,,,,,,,,,,,,,,,
6377,2017,129,YAR,REDST,1,7,7,7,,,24,44,,0,,NE,,,,,,Z765496,10/05/2017,01/06/2016,S,2,24/05/2017,S845350,S845351,S845352,S845353,S845354,S845355,S845356,,,,,14.13,,14.87,,14.61,,14.52,,14.5,,15.31,,14.5,,,,,,,,,
6378,2017,201,YAR,BLUTI,1,11,,0,,,10,38,,1,,JD,,,,,,Z765428,28/04/2017,24/05/2016,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2017,202,YAR,PIEFL,1,6,6,6,8,28.5,34,53,,0,,NE,D637364,01/06/2017,01/06/2014,R,3,S845035,01/06/2017,01/06/2017,I,1,04/06/2017,AAA8614,AAA8615,AAA8616,AAA8617,AAA8618,AAA8619,,,,,,14,,13.5,,13,,12.5,,13.1,,12.5,,,,,,,,,,,
6380,2017,205,YAR,GRETI,1,6,0,0,,,14,,,1,,ED,,,,,,D636754,29/04/2017,07/05/2014,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,2017,206,YAR,GRETI,1,4,0,0,,,50,,,4,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,2017,207,YAR,BLUTI,1,7,,0,,,14,34,,,,JD,,,,,,S845010,02/05/2017,02/05/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,2017,207,YAR,PIEFL,1,6,6,5,19,40,45,64,,0,,NE,AAA8707,07/06/2017,07/06/2017,I,1,S845357,07/06/2017,07/06/2017,I,1,15/06/2017,AAA8538,AAA8539,AAA8540,AAA8541,AAA8542,,,,,,,11.38,,12.86,,13.93,,12,,13.99,,,,,,,,,,,,,
6384,2017,211,YAR,GRETI,1,7,0,0,,,18,,,7,,ED,,,,,,Z765426,03/05/2017,23/05/2016,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,2017,213,YAR,GRETI,1,7,0,0,,,26,,,7,,ED,,,,,,V144626,11/05/2017,11/03/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,2017,213,YAR,GRETI,2,,,3,,,,,,1,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,2017,214,YAR,PIEFL,1,6,0,0,,42.5,50,,,6,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,2017,215,YAR,PIEFL,1,8,2,2,8,28.5,35,59,,6,,NE,Z286405,25/04/2017,01/06/2015,S,3,Z779314,18/05/2017,03/06/2016,I,1,10/06/2017,AAA8736,AAA8737,,,,,,,,,,14.55,,15.25,,,,,,,,,,,,,,,,,,,
6389,2017,217,YAR,BLUTI,1,13,,8,,,12,39,,0,,NE,,,,,,S845011,02/05/2017,02/05/2017,I,1,24/05/2017,S845336,S845337,S845338,S845339,S845340,S845341,S845342,S845343,,,,12,,10,,10.87,,7.56,,11.27,,9.23,,9.16,,9.16,,,,,,,
6390,2017,219,YAR,PIEFL,1,7,7,7,11.5,12,25,47,,0,,NE,Z765705,22/05/2017,09/06/2016,R,1,D543079,10/05/2017,11/06/2013,S,4,29/05/2017,S845388,S845389,S845390,S845391,S845392,S845393,S845394,,,,,14.59,,14.43,,14.56,,14.59,,16.24,,14.84,,14.52,,,,,,,,,
6391,2017,222,YAR,PIEFL,1,6,5,5,24.5,21.5,33,51,,1,,NE,L261873,30/05/2017,05/06/2010,S,7,Z765809,30/05/2017,07/06/2016,R,1,02/06/2017,S845258,S845259,S845260,S845261,S845262,,,,,,,14.34,,13.86,,14.41,,14.2,,13.49,,,,,,,,,,,,,
6392,2017,223,YAR,BLUTI,1,7,0,0,,,46,,,7,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,2017,224,YAR,PIEFL,1,7,,0,22,28.5,37,56,,0,,JD,AAA8627,04/06/2017,04/06/2017,I,1,D637200,04/06/2017,28/05/2014,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394,2017,225,YAR,GRETI,1,8,,0,,,18,38,,,,JD,,,,,,unringed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,2017,227,YAR,PIEFL,1,7,7,7,12.5,21.5,34,53,,0,,NE,D005133,02/06/2017,28/05/2014,S,4,Z286648,15/05/2017,03/06/2015,R,2,04/06/2017,AAA8620,AAA8621,AAA8622,AAA8623,AAA8624,AAA8625,AAA8626,,,,,12.9,,12.25,,14.1,,13.7,,14,,12.55,,13.25,,,,,,,,,
6396,2017,229,YAR,BLUTI,1,7,,4,,,18,39,,0,,NE,,,,,,S845014,04/05/2017,04/05/2017,I,1,24/05/2017,S845332,S845333,S845334,S845335,,,,,,,,11.12,,10.95,,11.13,,11.07,,,,,,,,,,,,,,,
6397,2017,230,YAR,PIEFL,1,6,,4,24.5,35.5,39,57,,0,,NE,Z765739,04/06/2017,10/06/2016,R,1,S845132,04/06/2017,04/06/2017,I,1,08/06/2017,S845469,S845470,S845471,S845472,S845473,,,,,,,10.96,,12.43,,11.64,,11.63,,12.88,,,,,,,,,,,,,
6398,2017,231,YAR,BLUTI,1,9,,4,,,16,37,,,,NE,,,,,,,,,,,22/05/2017,S845316,S845317,S845318,S845319,,,,,,,,13.16,,12.83,,12.88,,12.27,,,,,,,,,,,,,,,
6399,2017,233,YAR,GRETI,1,7,1,1,,,21,,,6,,NE,,,,,,Z765462,06/05/2017,27/05/2016,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,2017,234,YAR,PIEFL,1,7,7,7,8,11,30,49,,0,,NE,D140987,25/05/2017,13/06/2013,S,5,Z765382,10/05/2017,26/05/2016,S,2,31/05/2017,S845436,S845437,S845438,S845439,S845440,S845441,S845442,,,,,14.13,,14.49,,14.48,,14.7,,14.17,,14.1,,14.68,,,,,,,,,
6401,2017,236,YAR,GRETI,1,7,0,0,,,16,,,7,,ED,,,,,,S209998,30/04/2017,30/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6402,2017,238,YAR,BLUTI,1,7,4,4,,,14,,,3,,NE,,,,,,S845012,02/05/2017,02/05/2017,I,1,13/06/2017,AAA8529,AAA8530,AAA8531,AAA8532,,,,,,,,10.84,,11.21,,10.99,,9.66,,,,,,,,,,,,,,,
6403,2017,239,YAR,PIEFL,1,9,,3,11.5,18,37,62,,1,,NE,S845474,08/06/2017,08/06/2017,I,1,X533379,20/05/2017,10/06/2009,S,8,13/06/2017,AAA8526,AAA8527,AAA8528,,,,,,,,,11.88,,12.29,,10.29,,,,,,,,,,,,,,,,,
6404,2017,240,YAR,BLUTI,1,8,0,0,,,16,,,8,,ED,,,,,,V143541,30/04/2017,27/02/2013,S,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,2017,242,YAR,BLUTI,1,9,,0,,,10,31,,0,,JD,,,,,,S845005,28/04/2017,28/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,2017,245,YAR,PIEFL,1,7,,6,14,21.5,34,53,,0,,NE,S845257,02/06/2017,02/06/2017,I,1,Z765427,15/05/2017,23/05/2016,S,2,04/06/2017,AAA8628,AAA8629,AAA8630,AAA8631,AAA8632,AAA8633,AAA8634,,,,,12.25,,12.75,,12.8,,10.1,,12.5,,11.7,,12.25,,,,,,,,,
6407,2017,246,YAR,BLUTI,1,11,,4,,,12,37,,0,,NE,,,,,,D636970,28/04/2017,21/05/2014,S,3,22/05/2017,S845312,S845313,S845314,S845315,,,,,,,,5.76,,11.36,,11.35,,10.89,,,,,,,,,,,,,,,
6408,2017,301,YAR,PIEFL,1,7,5,5,18.5,28.5,34,54,,2,,NE,Z765940,01/06/2017,13/06/2016,R,1,Z765934,16/05/2017,12/06/2016,R,1,05/06/2017,S845264,S845265,S845266,S845267,S845268,,,,,,,12.75,,12.28,,13.67,,12.71,,13.12,,,,,,,,,,,,,
6409,2017,306,YAR,PIEFL,2,6,,3,16,,52,70,,,,NE,AAA8513,12/06/2017,12/06/2017,I,1,S845500,12/06/2017,12/06/2017,I,1,22/06/2017,AAA8559,AAA8560,AAA8561,,,,,,,,,14,,12.37,,13.46,,,,,,,,,,,,,,,,,
6410,2017,306,YAR,PIEFL,1,,0,0,16,35.5,39,,,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,2017,308,YAR,BLUTI,1,11,,7,,,10,33,,0,,NE,,,,,,D636946,27/04/2017,19/05/2014,R,3,18/05/2017,S845069,S845070,S845071,S845072,S845073,S845074,S845075,,,,,12.45,,10.78,,11.26,,10.97,,11.08,,11.51,,10.76,,6.9,,,,,,,
6412,2017,311,YAR,PIEFL,1,7,,0,22.5,35.5,39,58,,0,,JD,Z765554,06/06/2017,06/06/2016,R,1,Z286776,20/05/2017,15/06/2015,I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,2017,313,YAR,PIEFL,1,7,4,4,16,21.5,31,50,,3,,NE,Z286584,29/05/2017,09/06/2015,R,2,Z286301,11/05/2017,31/05/2015,S,3,01/06/2017,S845183,S845184,S845185,S845186,,,,,,,,16.63,,14.12,,15.24,,14.52,,,,,,,,,,,,,,,
6414,2017,317,YAR,PIEFL,1,7,,5,22.5,28.5,39,58,,1,,NE,Z286924,01/06/2017,30/06/2015,I,2,Z286302,06/06/2017,07/06/2015,S,3,09/06/2017,S845492,S845493,S845494,S845495,S845496,,,,,,,12.76,,12.11,,11.62,,12.26,,12.02,,,,,,,,,,,,,
6415,2017,318,YAR,BLUTI,1,7,0,0,,,7,27,,1,,ED,,,,,,D636994,25/04/2017,22/05/2014,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,2017,319,YAR,PIEFL,1,7,7,7,18.5,,34,53,,0,,NE,Z286611,01/06/2017,30/05/2015,R,2,Z286227,18/05/2017,08/06/2015,S,3,04/06/2017,AAA8635,AAA8636,AAA8637,AAA8638,AAA8639,AAA8640,AAA8641,,,,,13.65,,13.6,,12.1,,11.05,,12.75,,13.5,,14.3,,,,,,,,,
6417,2017,320,YAR,PIEFL,1,7,,6,22.5,35.5,43,62,,0,,NE,S845478,08/06/2017,08/06/2017,I,1,S845330,08/06/2017,08/06/2017,I,1,13/06/2017,AAA8520,AAA8521,AAA8522,AAA8523,AAA8524,AAA8525,,,,,,10.3,,12.24,,11.63,,9.03,,11.95,,12.11,,,,,,,,,,,
6418,2017,321,YAR,BLUTI,1,10,0,0,,,7,,,10,,ED,,,,,,S845002,25/04/2017,25/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,2017,322,YAR,BLUTI,1,8,,0,,,13,35,,1,,JD,,,,,,S845013,02/05/2017,02/05/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,2017,323,YAR,BLUTI,1,9,0,0,,,18,,,9,,ED,,,,,,S845017,05/05/2017,05/05/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,2017,324,YAR,PIEFL,1,8,,0,25,25,33,55,,1,,JD,AAA8651,04/06/2017,04/06/2017,I,1,Z286689,19/05/2017,06/06/2015,R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,2017,325,YAR,BLUTI,1,11,,0,,,12,36,,,,JD,,,,,,D543072,27/04/2017,10/06/2013,S,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,2017,327,YAR,PIEFL,1,8,0,0,,28.5,34,,,8,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,2017,328,YAR,PIEFL,1,3,2,2,17.5,25,,86,,1,,NE,,,,,,Z286750,22/06/2017,08/06/2015,R,2,07/07/2017,AAA8770,AAA8771,,,,,,,,,,13.5,,13.8,,,,,,,,,,,,,,,,,,,
6425,2017,329,YAR,PIEFL,1,7,,3,16,35.5,39,59,,,,NE,Z286894,07/06/2017,03/07/2015,R,2,Z590808,19/05/2017,10/06/2016,I,1,10/06/2017,AAA8738,AAA8739,AAA8740,,,,,,,,,13.3,,14,,14.2,,,,,,,,,,,,,,,,,
6426,2017,330,YAR,BLUTI,1,11,,9,,,16,42,,1,,NE,,,,,,V143840,05/05/2017,01/02/2015,I,3,27/05/2017,S845358,S845359,S845360,S845361,S845362,S845363,S845364,S845365,S845366,S845367,,11.55,,11.04,,6.37,,10.08,,11.23,,9.8,,10.29,,10.17,,11.11,,10.44,,,
6427,2017,333,YAR,PIEFL,1,7,6,6,8,14.5,28,49,,1,,NE,D637436,31/05/2017,04/06/2014,S,4,Z765440,08/05/2017,25/05/2016,S,2,31/05/2017,S845430,S845431,S845432,S845433,S845434,S845435,,,,,,14.78,,14.22,,13.73,,14.58,,13.8,,13.86,,,,,,,,,,,
6428,2017,334,YAR,GRETI,1,7,,4,,,18,39,,,,NE,,,,,,V144303,03/05/2017,05/03/2016,I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,2017,336,YAR,PIEFL,1,7,,0,12.5,11,35,54,,0,,JD,S845263,02/06/2017,02/06/2017,I,1,Z765904,15/05/2017,12/06/2016,R,1,05/06/2017,S845279,S845280,S845281,S845282,,,,,,,,12.48,,9.22,,12.68,,13,,,,,,,,,,,,,,,
6430,2017,338,YAR,BLUTI,1,8,0,0,,,11,,,8,,ED,,,,,,Z765519,27/04/2017,03/06/2016,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,2017,339,YAR,PIEFL,1,7,,2,19.5,18,31,53,,0,,NE,Z765703,02/06/2017,09/06/2016,R,1,Z765362,11/05/2017,21/05/2016,S,2,04/06/2017,AAA8642,AAA8643,AAA8644,AAA8645,AAA8646,AAA8647,,,,,,10.3,,10.85,,13.8,,10.7,,11.8,,12.25,,,,,,,,,,,
6432,2017,341,YAR,NUTHA,1,6,,6,,,7,,,0,,NE,,,,,,TS92993,24/04/2017,16/05/2015,S,3,,TX70635,TX70636,TX70637,TX70638,TX70639,TX70640,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,2017,342,YAR,BLUTI,1,9,,0,,,8,30,,0,,JD,,,,,,S845008,28/04/2017,28/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,2017,343,YAR,PIEFL,1,8,,0,,,38,60,,,,JD,,,,,,Y369126,18/05/2017,18/05/2012,S,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,2017,344,YAR,BLUTI,1,12,,4,,,7,33,,,,NE,,,,,,S845103,24/04/2017,24/04/2017,I,1,18/05/2017,S845062,S845063,S845064,S845065,S845066,S845067,,,,,,10.28,,10.04,,8.55,,6.58,,8.9,,7.02,,,,,,,,,,,
6436,2017,347,YAR,BLUTI,1,7,5,5,,,16,37,,2,,NE,,,,,,S845016,05/05/2017,05/05/2017,I,1,22/05/2017,S845100,S845301,S845302,S845303,S845304,,,,,,,11.04,,10.45,,10.08,,10.49,,10.26,,,,,,,,,,,,,
6437,2017,348,YAR,PIEFL,1,7,,6,16,21.5,33,52,,0,,NE,D637367,02/06/2017,01/06/2014,S,3,Z765731,16/05/2017,10/06/2016,R,1,03/06/2017,S845242,S845243,S845244,S845245,S845246,S845247,,,,,,12.02,,13.47,,14.05,,14.03,,13.07,,12.42,,,,,,,,,,,
6438,2017,349,YAR,BLUTI,1,10,,5,,,17,39,,1,,NE,,,,,,Z765464,09/05/2017,27/05/2016,S,2,24/05/2017,S845344,S845345,S845346,S845347,S845348,,,,,,,11.75,,11.36,,8.95,,10.69,,11.61,,,,,,,,,,,,,
6439,2017,352,YAR,PIEFL,1,8,,2,,28.5,37,57,,1,,NE,Z765397,06/06/2017,05/06/2016,S,2,Y369483,18/05/2017,11/06/2012,S,5,08/06/2017,S845475,S845476,,,,,,,,,,12.63,,13.55,,,,,,,,,,,,,,,,,,,
6440,2017,353,YAR,COATI,1,9,,6,,,8,,,,,NE,,,,,,unringed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,2017,401,YAR,BLUTI,1,8,7,7,,,10,32,,1,,NE,,,,,,S845101,24/04/2017,24/04/2017,I,1,17/05/2017,S845049,S845050,S845051,S845052,S845053,S845054,S845055,,,,,11.09,,12.73,,11.3,,11.66,,12.25,,12.67,,13.23,,,,,,,,,
6442,2017,403,YAR,BLUTI,1,9,0,0,,,8,,,9,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,2017,407,YAR,BLUTI,1,9,9,9,,,14,37,,,,NE,,,,,,S209997,30/04/2017,30/04/2017,I,1,22/05/2017,S845091,S845092,S845093,S845094,S845095,S845096,S845097,S845098,S845099,,,8.99,,8.58,,9.59,,8.77,,10,,7,,8.99,,9.52,,8.61,,,,,
6444,2017,408,YAR,PIEFL,1,7,,1,17.5,21.5,32,52,,0,,NE,S845182,01/06/2017,01/06/2017,I,1,Z765706,16/05/2017,09/06/2016,R,1,03/06/2017,S845236,S845237,S845238,S845239,,,,,,,,10.06,,11,,9.31,,11.24,,,,,,,,,,,,,,,
6445,2017,413,YAR,GRETI,1,,0,0,,,25,,,1,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,2017,415,YAR,BLUTI,1,7,0,0,,,8,,,7,,ED,,,,,,S845102,24/04/2017,24/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,2017,415,YAR,PIEFL,1,7,,2,,35.5,40,61,,2,,NE,AAA6703,07/06/2017,07/06/2017,I,1,Z765936,17/05/2017,13/06/2016,R,1,15/06/2017,AAA8536,AAA8537,,,,,,,,,,9.1,,9.79,,,,,,,,,,,,,,,,,,,
6448,2017,416,YAR,COATI,1,9,,8,,,8,,,0,,NE,,,,,,S845009,02/05/2017,02/05/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,2017,417,YAR,BLUTI,1,7,,5,,,25,46,,0,,NE,,,,,,V143960,10/05/2017,15/11/2015,I,3,31/05/2017,S845425,S845426,S845427,S845428,S845429,,,,,,,11.31,,11.28,,10.6,,10.26,,11.28,,,,,,,,,,,,,
6450,2017,418,YAR,BLUTI,2,9,,0,,,34,55,,0,,JD,,,,,,S845102,24/04/2017,24/04/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,2017,419,YAR,PIEFL,1,7,7,7,10.5,21.5,31,50,,0,,NE,Z765849,29/05/2017,11/06/2016,R,1,Z765439,15/05/2017,06/06/2016,S,2,01/06/2017,S845187,S845188,S845189,S845190,S845191,S845192,S845193,,,,,13.44,,14.36,,14.48,,12.67,,13.17,,13.26,,13.68,,,,,,,,,
6452,2017,422,YAR,PIEFL,1,6,,2,15.5,14.5,29,48,,2,,NE,Z765598,25/05/2017,09/06/2016,S,2,D543221,09/05/2017,17/06/2013,S,4,30/05/2017,S845401,S845402,S845403,,,,,,,,,15.44,,15.22,,14.6,,,,,,,,,,,,,,,,,
6453,2017,426,YAR,BLUTI,1,7,,5,,,16,37,,1,,NE,,,,,,S845015,05/05/2017,05/05/2017,I,1,22/05/2017,S845320,S845321,S845322,S845323,S845324,,,,,,,12.25,,12.34,,11.82,,9.63,,10.78,,,,,,,,,,,,,
6454,2017,427,YAR,PIEFL,1,7,7,3,20.5,28.5,39,58,,0,,NE,AAA8705,07/06/2017,07/06/2017,I,1,Z135712,22/05/2017,04/06/2016,I,1,09/06/2017,S845497,S845498,S845499,,,,,,,,,11.88,,12.87,,11.67,,,,,,,,,,,,,,,,,
6455,2017,428,YAR,BLUTI,1,7,,5,,,9,30,,0,,NE,,,,,,D140508,27/04/2017,16/05/2013,S,5,15/05/2017,S845030,S845031,S845032,S845033,S845034,,,,,,,11.53,,11.64,,11.83,,12.21,,12.87,,,,,,,,,,,,,
6456,2017,430,YAR,BLUTI,1,9,,7,,,14,35,,0,,NE,,,,,,S209999,30/04/2017,30/04/2017,I,1,20/05/2017,S845078,S845079,S845080,S845081,S845082,S845083,S845084,,,,,5.67,,6.9,,7.03,,9.63,,10.24,,8.8,,9.13,,,,,,,,,
6457,2017,432,YAR,BLUTI,1,7,0,0,,,,,,7,,ED,,,,,,V144033,27/04/2017,13/12/2015,I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6458,2017,433,YAR,PIEFL,1,6,,0,18.5,,36,55,,0,,JD,Z765556,03/06/2017,06/06/2016,R,1,Z765421,17/05/2017,19/05/2016,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,2017,434,YAR,BLUTI,1,10,,8,,,8,33,,,,NE,,,,,,V144564,24/04/2017,04/12/2016,I,1,18/05/2017,S845056,S845057,S845058,S845059,S845060,S845061,,,,,,9.27,,8.72,,9.83,,11.03,,7.98,,8.61,,,,,,,,,,,
6460,2017,437,YAR,PIEFL,1,7,,0,20.5,21.5,36,55,,0,,JD,Z765839,03/06/2017,11/06/2016,R,1,S845068,03/06/2017,03/06/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461,2017,439,YAR,PIEFL,1,7,,5,33,42.5,44,65,,1,,NE,AAA8741,11/06/2017,11/06/2017,I,1,Z286219,24/05/2017,16/05/2015,S,3,16/06/2017,AAA8543,AAA8544,AAA8545,AAA8546,AAA8547,,,,,,,13.86,,13.52,,13.89,,13.46,,13.72,,,,,,,,,,,,,
6462,2017,440,YAR,PIEFL,1,7,,0,,28.5,36,57,,0,,JD,unringed,,,,,Z097891,18/05/2017,07/06/2016,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,2017,442,YAR,PIEFL,1,6,,3,,35.5,39,58,,0,,NE,AAA8706,07/06/2017,07/06/2017,I,1,D140620,17/05/2017,04/06/2013,S,4,09/06/2017,S845489,S845490,S845491,,,,,,,,,12.85,,11.96,,13.61,,,,,,,,,,,,,,,,,
6464,2017,444,YAR,BLUTI,1,9,,0,,,20,41,,0,,JD,,,,,,S845109,07/05/2017,07/05/2017,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465,2017,445,YAR,PIEFL,1,7,,0,28.5,28.5,38,57,,0,,JD,D416235,19/04/2017,19/04/2017,I,1,Z765819,17/05/2017,09/06/2016,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
